Loyalty,total_flights,total_flights_with_companions,total_distance,total_points_accumulated,total_points_redeemed,total_cost_redeemed,points_redemption_ratio,companion_flight_ratio
313473,221,46,538421.5,53833.45,33168.9,326.8,0.6161392219893023,0.2081447963800905
313477,183,50,323884.0,32380.7,20443.3,202.6,0.6313421266371635,0.273224043715847
313538,204,72,367135.0,36707.3,13344.9,131.8,0.3635489398566497,0.35294117647058826
313544,161,44,279312.0,27926.8,9190.3,91.2,0.32908532305885385,0.2732919254658385
313571,0,0,0.0,0.0,0.0,0.0,0.0,0.0
313602,259,45,469341.5,46926.95,5622.1,55.1,0.11980535704962715,0.17374517374517376
313673,14,6,52397.0,5238.0,5449.0,54.0,1.040282550591829,0.42857142857142855
313681,220,51,472812.1,47271.71,8166.0,81.0,0.1727460250538853,0.2318181818181818
313688,270,42,442002.3,44191.03,8396.1,83.6,0.18999557149946494,0.15555555555555556
313708,64,17,189936.0,18990.0,11767.0,117.0,0.6196419167983149,0.265625
313732,145,23,417099.3,41701.83,17699.6,176.2,0.42443221316666435,0.15862068965517243
313763,97,5,233495.1,23344.11,0.0,0.0,0.0,0.05154639175257732
313815,124,23,337670.2,33758.52,10288.5,102.6,0.3047675075803086,0.18548387096774194
313837,41,28,65356.0,6534.0,0.0,0.0,0.0,0.6829268292682927
313860,221,31,388524.7,38845.37,11456.2,113.9,0.2949180301281723,0.14027149321266968
313982,216,47,276537.6,27648.46,40417.3,397.1,1.461828253725524,0.2175925925925926
313996,65,9,131671.9,13165.09,0.0,0.0,0.0,0.13846153846153847
314014,135,31,342008.3,34194.43,6858.0,67.0,0.20055897992743263,0.22962962962962963
314065,186,42,393393.8,39333.28,16275.8,162.1,0.4137920864977444,0.22580645161290322
314081,54,10,98469.3,9842.43,0.0,0.0,0.0,0.18518518518518517
314108,154,23,346521.5,34645.25,12963.5,128.5,0.3741782784075739,0.14935064935064934
314147,236,49,407178.2,40709.82,16390.1,161.1,0.40260801939188134,0.2076271186440678
314182,0,0,0.0,0.0,0.0,0.0,0.0,0.0
314189,10,9,61247.0,6124.0,5935.0,59.0,0.9691378184193338,0.9
314202,176,53,444741.4,44466.54,12081.1,119.2,0.2716896794758486,0.30113636363636365
314250,156,42,411175.8,41111.28,9668.0,95.0,0.2351666014777453,0.2692307692307692
314258,214,74,442887.5,44280.05,14037.2,138.7,0.3170095788058053,0.34579439252336447
314317,191,36,363635.3,36354.73,10904.9,107.8,0.2999582172663639,0.18848167539267016
314328,177,65,417866.8,41776.88,7765.0,77.0,0.18586835589445647,0.3672316384180791
314372,162,24,310907.8,31085.38,24070.0,237.6,0.7743189885405937,0.14814814814814814
314413,55,16,76501.0,7649.0,0.0,0.0,0.0,0.2909090909090909
314441,0,0,0.0,0.0,0.0,0.0,0.0,0.0
314558,0,0,0.0,0.0,0.0,0.0,0.0,0.0
314589,212,50,411116.4,41103.74,10733.1,106.4,0.26112222391441753,0.2358490566037736
314705,46,16,73842.0,7382.0,0.0,0.0,0.0,0.34782608695652173
314713,62,15,220067.7,22001.97,6617.0,65.0,0.3007457968536454,0.24193548387096775
314718,210,51,568132.7,56806.17,10432.3,102.6,0.1836473045093517,0.24285714285714285
314742,155,44,403438.8,40337.98,17142.2,170.3,0.4249642644475504,0.2838709677419355
314842,199,28,408080.3,40802.63,0.0,0.0,0.0,0.1407035175879397
314898,202,42,260661.3,26058.63,6627.0,66.0,0.25431114375544683,0.2079207920792079
314935,225,64,477121.3,47704.73,7926.0,79.0,0.166147046634579,0.28444444444444444
314941,193,52,378878.3,37882.43,4489.0,44.0,0.11849820616048126,0.2694300518134715
315014,38,14,89303.0,8928.0,7489.0,74.0,0.8388216845878136,0.3684210526315789
315054,60,14,211145.8,21111.78,6669.0,66.5,0.3158899912750133,0.23333333333333334
315113,189,49,434524.2,43446.72,4658.0,46.0,0.10721177571057147,0.25925925925925924
315225,151,53,348316.7,34822.37,17820.4,176.6,0.5117514976723296,0.3509933774834437
315235,208,78,472971.6,47288.96,11084.0,110.0,0.2343887452800823,0.375
315242,0,0,0.0,0.0,0.0,0.0,0.0,0.0
315337,7,1,43888.0,4388.0,0.0,0.0,0.0,0.14285714285714285
315361,198,47,424888.5,42482.65,18688.4,184.3,0.4399066442418258,0.23737373737373738
315482,158,55,459504.0,45943.2,20749.4,205.2,0.4516315798638319,0.34810126582278483
315527,226,58,352849.2,35279.42,22849.4,226.1,0.6476693777845555,0.25663716814159293
315736,160,26,410084.6,41000.159999999996,16546.4,163.9,0.4035691568032906,0.1625
315848,222,36,501778.6,50170.76,4176.2,39.9,0.08323971970924897,0.16216216216216217
315851,201,25,484993.7,48488.87,12268.3,121.6,0.2530127016777252,0.12437810945273632
315869,201,37,358106.4,35803.74,0.0,0.0,0.0,0.18407960199004975
316082,135,15,194186.5,19412.25,0.0,0.0,0.0,0.1111111111111111
316290,199,38,407440.2,40735.92,27240.4,270.0,0.6687071262905073,0.19095477386934673
316307,66,19,132904.0,13287.0,4029.0,40.0,0.30322871980130955,0.2878787878787879
316308,154,38,249371.3,24933.33,3360.0,33.0,0.13475937630472945,0.24675324675324675
316323,69,3,180832.2,18081.72,0.0,0.0,0.0,0.043478260869565216
316527,262,80,452707.2,45259.92,0.0,0.0,0.0,0.3053435114503817
316548,12,0,21685.0,2168.0,0.0,0.0,0.0,0.0
316633,69,36,172950.8,17290.18,3634.0,36.0,0.21017710631121247,0.5217391304347826
316644,175,54,354204.6,35415.06,19330.6,190.0,0.5458299378851822,0.30857142857142855
316666,26,3,9783.0,977.0,4511.0,45.0,4.6171954964176045,0.11538461538461539
316752,164,68,402913.6,40282.46,19093.1,188.1,0.47398048679251464,0.4146341463414634
316793,134,34,226835.2,22678.82,6580.0,65.0,0.2901385521821682,0.2537313432835821
316933,136,51,299142.0,29908.2,21919.9,215.7,0.7329060257721963,0.375
316970,19,5,35335.0,3532.0,0.0,0.0,0.0,0.2631578947368421
316982,152,66,449831.5,44975.55,10569.7,104.5,0.2350099109404999,0.4342105263157895
317001,15,5,54425.0,5442.0,11478.0,114.0,2.109151047409041,0.3333333333333333
317060,195,55,343800.7,34371.47,16241.7,160.3,0.4725343431630943,0.28205128205128205
317094,205,23,319857.5,31979.05,9701.4,96.9,0.3033673608190362,0.11219512195121951
317100,225,47,470153.2,47008.72,12142.9,119.7,0.2583116494131302,0.2088888888888889
317137,77,11,174857.0,17480.0,0.0,0.0,0.0,0.14285714285714285
317205,217,26,384508.7,38442.87,15843.4,156.0,0.41212843890167405,0.11981566820276497
317260,111,42,191730.5,19168.45,7614.0,75.0,0.3972152156277633,0.3783783783783784
317624,194,27,310427.2,31035.12,22728.7,225.8,0.7323541845496329,0.13917525773195877
317664,116,16,232659.7,23263.57,0.0,0.0,0.0,0.13793103448275862
317683,182,48,396415.9,39634.69,17312.0,170.0,0.43678908552079,0.26373626373626374
317689,0,0,0.0,0.0,0.0,0.0,0.0,0.0
317726,156,34,380379.8,38031.68,14554.0,143.0,0.38268096492187564,0.21794871794871795
317774,149,38,358647.2,35857.62,11978.0,118.0,0.33404336372575755,0.2550335570469799
317776,210,35,310673.3,31060.329999999998,12317.7,119.7,0.396573378325343,0.16666666666666666
317827,210,48,504681.0,50461.4,25316.1,247.9,0.5016923826925135,0.22857142857142856
317888,152,16,327605.9,32754.29,0.0,0.0,0.0,0.10526315789473684
317919,182,40,264593.8,26451.68,2993.0,29.0,0.11314971298609389,0.21978021978021978
318180,194,45,332782.2,33268.62,11205.3,110.7,0.336812888541815,0.23195876288659795
318199,142,28,375860.0,37579.3,11001.3,108.0,0.2927489335884383,0.19718309859154928
318264,119,47,308243.8,30820.18,11839.0,118.0,0.3841314359617627,0.3949579831932773
318285,85,28,190696.0,19065.6,0.0,0.0,0.0,0.32941176470588235
318291,0,0,0.0,0.0,0.0,0.0,0.0,0.0
318537,0,0,0.0,0.0,0.0,0.0,0.0,0.0
318561,227,35,348665.4,34859.84,0.0,0.0,0.0,0.15418502202643172
318564,195,31,345132.0,34505.6,0.0,0.0,0.0,0.15897435897435896
318595,54,17,71980.0,7195.0,0.0,0.0,0.0,0.3148148148148148
318654,226,48,422332.1,42225.71,23126.8,228.0,0.547694757530424,0.21238938053097345
318751,158,22,203377.3,20329.63,13186.0,131.1,0.6486099353505204,0.13924050632911392
318753,59,17,183152.2,18309.82,2741.0,27.0,0.1497010893607911,0.288135593220339
318755,158,50,288384.5,28829.75,21942.4,216.6,0.7611026803909157,0.31645569620253167
318786,153,62,304697.5,30461.85,4594.2,45.6,0.15081815451129857,0.40522875816993464
318845,0,0,0.0,0.0,0.0,0.0,0.0,0.0
318902,231,25,345309.0,34525.1,7685.5,76.0,0.2226061618938106,0.10822510822510822
318945,170,70,399636.4,39955.84,13659.1,134.9,0.34185490781823136,0.4117647058823529
319012,139,29,272846.8,27277.88,0.0,0.0,0.0,0.20863309352517986
319052,235,54,567429.6,56733.16,22391.8,221.6,0.39468628223776003,0.2297872340425532
319059,202,78,395649.8,39558.88,15039.0,147.6,0.3801674870471561,0.38613861386138615
319092,43,10,113764.4,11374.84,0.0,0.0,0.0,0.23255813953488372
319123,193,24,366841.6,36675.36,11765.3,116.6,0.3207957604233469,0.12435233160621761
319193,73,26,161292.9,16128.19,5175.6,51.3,0.3209039576046661,0.3561643835616438
319304,145,35,264201.4,26414.64,0.0,0.0,0.0,0.2413793103448276
319378,233,51,455212.1,45513.71,14579.5,143.0,0.32033204939786275,0.21888412017167383
319387,183,22,338824.5,33875.85,0.0,0.0,0.0,0.12021857923497267
319430,173,56,450967.7,45089.27,8776.1,87.4,0.19463832526008962,0.3236994219653179
319433,174,50,512196.7,51210.87,13027.9,129.1,0.25439716216498565,0.28735632183908044
319464,0,0,0.0,0.0,0.0,0.0,0.0,0.0
319469,93,34,331522.5,33146.15,8928.0,88.0,0.26935254924025864,0.3655913978494624
319501,150,63,453206.6,45312.36,8724.1,86.1,0.19253245692786694,0.42
319504,130,16,319731.8,31969.88,4822.0,48.0,0.15082946823697804,0.12307692307692308
319658,58,9,178387.2,17833.82,4210.0,42.0,0.23606832411676243,0.15517241379310345
319664,179,29,320718.8,32067.079999999998,13586.2,132.9,0.423680609522289,0.16201117318435754
319671,177,14,250063.0,24998.6,4220.0,42.0,0.16880945332938646,0.07909604519774012
319742,56,11,78312.1,7829.21,5147.0,51.0,0.6574098791576672,0.19642857142857142
319766,0,0,0.0,0.0,0.0,0.0,0.0,0.0
319768,49,8,102304.0,10227.0,3430.0,34.0,0.3353867214236824,0.16326530612244897
319801,54,24,90087.0,9006.0,5501.0,55.0,0.6108150122140795,0.4444444444444444
319822,137,39,266267.0,26619.3,5089.0,50.0,0.19117707828530428,0.2846715328467153
319850,145,28,323066.4,32298.74,6219.0,62.0,0.19254621078097783,0.19310344827586207
319868,196,60,354124.6,35403.86,4660.0,46.0,0.1316240658504468,0.30612244897959184
319901,11,2,7674.0,767.0,5003.0,50.0,6.522816166883963,0.18181818181818182
319947,176,43,445026.8,44497.08,26030.0,257.9,0.5849822055739388,0.24431818181818182
320004,181,42,390131.4,39007.44,6432.0,64.0,0.16489162067544036,0.23204419889502761
320031,229,74,354647.1,35457.01,15829.9,154.9,0.44645332474452865,0.3231441048034934
320042,115,23,208834.9,20879.19,0.0,0.0,0.0,0.2
320180,257,62,395127.0,39504.7,37536.5,373.7,0.9501780800765479,0.24124513618677043
320183,38,15,84234.0,8421.0,12535.0,124.0,1.4885405533784586,0.39473684210526316
320191,199,38,491854.5,49177.55,11830.0,116.7,0.24055692079007596,0.19095477386934673
320377,0,0,0.0,0.0,0.0,0.0,0.0,0.0
320414,70,12,73378.0,7335.0,0.0,0.0,0.0,0.17142857142857143
320576,219,27,327673.6,32757.86,9738.5,95.6,0.2972874296428399,0.1232876712328767
320685,173,31,436057.0,43599.0,11364.1,113.3,0.2606504736347164,0.1791907514450867
320728,37,15,84239.0,8422.0,0.0,0.0,0.0,0.40540540540540543
320772,185,61,400618.6,40051.86,6624.0,66.0,0.16538557759864336,0.32972972972972975
320784,224,53,246123.1,24605.11,10520.3,104.5,0.42756565607713193,0.23660714285714285
320980,35,4,80695.0,8066.0,0.0,0.0,0.0,0.11428571428571428
320996,73,10,143122.0,14309.0,3039.0,30.0,0.21238381438255644,0.136986301369863
321012,187,36,353110.8,35301.78,12646.9,125.6,0.35825105702885235,0.1925133689839572
321027,180,27,366392.6,36629.96,12800.9,125.2,0.3494653010814099,0.15
321074,147,39,310959.2,31088.12,19920.5,195.4,0.6407753186747864,0.2653061224489796
321213,219,68,303924.1,30385.309999999998,9796.4,96.9,0.3224057941156434,0.3105022831050228
321227,201,33,335466.8,33538.78,11776.1,115.6,0.35111891368737924,0.16417910447761194
321388,134,19,322989.5,32292.15,0.0,0.0,0.0,0.1417910447761194
321427,26,14,95106.0,9507.0,3710.0,37.0,0.39023877143157676,0.5384615384615384
321436,231,56,520254.9,52015.09,24074.7,239.1,0.4628406871928896,0.24242424242424243
321457,162,31,386701.7,38663.77,3958.0,39.0,0.10236973787088016,0.19135802469135801
321557,0,0,0.0,0.0,0.0,0.0,0.0,0.0
321656,0,0,0.0,0.0,0.0,0.0,0.0,0.0
321666,204,33,476577.3,47648.33,10879.0,108.0,0.2283186000432754,0.16176470588235295
321734,63,20,96063.0,9603.0,0.0,0.0,0.0,0.31746031746031744
321748,255,68,499973.5,49988.95,0.0,0.0,0.0,0.26666666666666666
321762,131,30,286781.5,28673.45,11632.4,113.7,0.40568539886201344,0.22900763358778625
321795,112,36,248668.5,24862.75,11170.1,110.2,0.4492704950176469,0.32142857142857145
321954,173,42,521126.4,52104.34,17222.5,170.6,0.33053868449346063,0.24277456647398843
322000,244,69,338155.5,33808.95,17020.8,168.2,0.5034406569857982,0.2827868852459016
322102,0,0,0.0,0.0,0.0,0.0,0.0,0.0
322193,192,92,500656.2,50058.22,10392.0,103.0,0.20759827257141783,0.4791666666666667
322294,58,7,100406.0,10039.0,4855.0,48.0,0.48361390576750674,0.1206896551724138
322435,0,0,0.0,0.0,0.0,0.0,0.0,0.0
322451,180,41,476666.3,47659.63,6767.0,67.0,0.14198599527524658,0.22777777777777777
322501,181,46,432228.5,43217.25,10400.6,102.6,0.240658533340275,0.2541436464088398
322606,168,21,346415.0,34633.4,6581.0,65.0,0.1900188835055178,0.125
322733,165,19,414474.4,41440.84,13152.8,129.5,0.3173873888656697,0.11515151515151516
322955,22,7,44330.0,4432.0,0.0,0.0,0.0,0.3181818181818182
323043,143,45,440177.3,44010.93,7060.0,70.0,0.16041469698549882,0.3146853146853147
323068,192,70,376070.7,37597.27,7510.0,74.0,0.19974854557259078,0.3645833333333333
323099,175,53,385936.7,38585.77,16998.0,168.0,0.44052509513222105,0.3028571428571429
323154,255,82,514383.9,51430.19,18723.4,186.3,0.36405465350215505,0.3215686274509804
323249,31,3,84426.0,8440.0,0.0,0.0,0.0,0.0967741935483871
323311,135,25,389070.8,38902.68,12631.2,123.5,0.3246871423768234,0.18518518518518517
323341,0,0,0.0,0.0,0.0,0.0,0.0,0.0
323345,269,55,565047.5,56497.05,12783.2,127.3,0.2262631411728577,0.20446096654275092
323424,163,25,369718.3,36963.729999999996,0.0,0.0,0.0,0.15337423312883436
323448,258,43,452011.1,45191.61,19031.5,187.0,0.4211290547072786,0.16666666666666666
323542,196,42,393415.5,39332.95,32097.8,316.2,0.8160537157777386,0.21428571428571427
323593,1,1,23220.0,2322.0,0.0,0.0,0.0,1.0
323660,51,15,110948.0,11093.0,0.0,0.0,0.0,0.29411764705882354
323720,135,30,447380.3,44730.73,10514.6,104.5,0.2350643506153376,0.2222222222222222
323735,259,31,432586.1,43249.41,19207.0,190.1,0.44409854377204216,0.11969111969111969
323776,36,4,60974.0,6095.0,0.0,0.0,0.0,0.1111111111111111
323792,0,0,0.0,0.0,0.0,0.0,0.0,0.0
324013,33,18,47089.6,4708.56,9300.5,91.2,1.9752323427969483,0.5454545454545454
324048,166,33,439381.8,43929.28,9737.5,95.0,0.22166309122298386,0.19879518072289157
324049,0,0,0.0,0.0,0.0,0.0,0.0,0.0
324066,29,0,21730.0,2172.0,0.0,0.0,0.0,0.0
324125,185,43,320023.5,31998.25,16395.7,161.6,0.5123936465275445,0.23243243243243245
324139,188,58,443685.4,44360.84,10007.3,98.8,0.22558860472434697,0.30851063829787234
324143,100,39,292667.8,29261.58,4196.0,41.0,0.14339622125667856,0.39
324242,235,49,411618.3,41156.53,0.0,0.0,0.0,0.20851063829787234
324248,157,58,418669.0,41858.7,26425.1,259.8,0.6312928972949471,0.36942675159235666
324295,153,47,282938.1,28287.31,9249.7,90.6,0.32699114903467313,0.30718954248366015
324364,194,21,374761.4,37469.14,7413.0,73.0,0.19784281144429788,0.10824742268041238
324404,90,3,133172.6,13312.86,4093.0,40.0,0.30744708499901596,0.03333333333333333
324506,156,38,228072.0,22801.8,12604.6,124.5,0.5527896920418564,0.24358974358974358
324557,158,36,363147.2,36306.52,10199.2,100.7,0.2809192398500325,0.22784810126582278
324662,171,43,399836.5,39975.75,13092.0,130.0,0.3274985459935086,0.25146198830409355
324707,162,48,257165.7,25709.77,11517.0,114.0,0.4479620004379658,0.2962962962962963
324713,0,0,0.0,0.0,0.0,0.0,0.0,0.0
324739,146,32,318559.8,31847.98,7626.6,76.0,0.2394688768330048,0.2191780821917808
324773,212,58,266105.6,26603.16,23563.5,232.0,0.8857406413373449,0.27358490566037735
324801,143,46,288165.0,28807.0,14871.3,148.2,0.5162391085500052,0.32167832167832167
324881,181,72,410191.0,41013.4,20614.2,204.7,0.5026210945690921,0.39779005524861877
324900,22,3,40121.0,4011.0,2455.0,24.0,0.6120668162552979,0.13636363636363635
324997,218,67,336567.6,33648.46,26498.3,262.9,0.787504093798052,0.3073394495412844
325082,171,40,398023.3,39796.63,13953.7,138.0,0.35062516600023674,0.23391812865497075
325134,187,38,476791.1,47668.91,9469.6,93.1,0.19865358784163514,0.20320855614973263
325190,161,50,355954.8,35584.979999999996,14483.7,144.4,0.40701723030334713,0.3105590062111801
325268,184,30,476712.3,47663.33,15853.4,155.7,0.33261209403539366,0.16304347826086957
325367,204,47,463970.7,46390.47,11267.0,111.0,0.24287315907771573,0.23039215686274508
325379,229,35,366686.8,36662.68,8552.9,84.3,0.23328627367121005,0.15283842794759825
325382,222,50,421119.9,42102.39,11703.1,114.4,0.2779675928136146,0.22522522522522523
325490,200,37,342854.7,34277.47,0.0,0.0,0.0,0.185
325498,185,34,320730.9,32066.29,4196.0,41.0,0.130853927909964,0.1837837837837838
325593,70,15,147435.0,14741.0,3811.0,38.0,0.2585306288582864,0.21428571428571427
325599,137,44,315977.1,31591.51,17292.9,171.9,0.5473907388409102,0.32116788321167883
325661,184,41,412316.2,41226.32,27895.8,275.3,0.67665025643812,0.22282608695652173
325778,222,55,295206.8,29512.88,17438.7,171.0,0.5908843867491075,0.24774774774774774
325802,174,36,390084.6,38999.96,6509.4,64.6,0.1669078634952446,0.20689655172413793
325830,225,41,451671.4,45159.34,7024.3,68.4,0.15554478874137667,0.18222222222222223
325901,49,11,93288.0,9327.0,4392.0,43.0,0.470890961724027,0.22448979591836735
325935,189,21,355122.3,35505.23,0.0,0.0,0.0,0.1111111111111111
326001,207,47,352690.1,35262.909999999996,12247.4,121.6,0.3473167699432634,0.22705314009661837
326028,31,5,82327.0,8231.0,0.0,0.0,0.0,0.16129032258064516
326069,192,82,354932.6,35488.76,4486.0,44.0,0.12640621988483114,0.4270833333333333
326174,17,6,35301.0,3528.0,0.0,0.0,0.0,0.35294117647058826
326234,172,37,450563.6,45050.36,6605.0,65.0,0.14661370075622038,0.21511627906976744
326240,74,15,86862.3,8683.53,8388.5,83.6,0.9660241860165163,0.20270270270270271
326267,160,46,327710.3,32762.63,10400.8,103.0,0.31745925159243926,0.2875
326272,194,49,562849.3,56276.83,0.0,0.0,0.0,0.25257731958762886
326280,267,28,513022.7,51295.37,0.0,0.0,0.0,0.10486891385767791
326418,148,46,348325.9,34825.89,21060.9,209.3,0.6047483639326949,0.3108108108108108
326561,63,11,118620.8,11859.88,0.0,0.0,0.0,0.1746031746031746
326564,253,82,368230.1,36814.909999999996,10170.8,100.3,0.27626850099592803,0.3241106719367589
326603,180,26,405138.1,40503.71,4286.0,42.0,0.10581746709128621,0.14444444444444443
326699,167,40,558260.5,55817.85,7489.8,74.1,0.13418288235752543,0.23952095808383234
326703,34,5,67677.0,6767.0,0.0,0.0,0.0,0.14705882352941177
326707,202,43,551029.3,55095.729999999996,9729.9,96.9,0.1765998925869573,0.21287128712871287
326724,176,42,367887.3,36780.13,13831.3,135.5,0.37605359198023497,0.23863636363636365
326803,199,41,366632.0,36655.2,8285.7,81.2,0.22604432658940618,0.20603015075376885
326823,179,56,313647.1,31358.41,0.0,0.0,0.0,0.3128491620111732
326905,176,30,268587.3,26849.53,5912.0,59.0,0.22019007409068242,0.17045454545454544
326961,315,70,448327.6,44823.86,27590.5,271.8,0.6155315494917216,0.2222222222222222
326988,151,31,366136.9,36608.69,5747.5,57.0,0.1569982427669496,0.2052980132450331
327015,228,69,374344.8,37424.78,16304.6,160.1,0.43566321565550953,0.3026315789473684
327019,28,7,7960.0,795.0,0.0,0.0,0.0,0.25
327098,239,81,501627.0,50154.4,30285.2,299.2,0.6038393441054025,0.3389121338912134
327163,179,61,407636.2,40756.52,10402.5,102.6,0.2552352359818748,0.3407821229050279
327203,47,28,101062.0,10102.0,12161.0,121.0,1.2038210255394972,0.5957446808510638
327285,166,39,304879.1,30481.61,21506.5,211.8,0.7055565634492403,0.23493975903614459
327320,172,68,306857.8,30678.78,9533.2,93.9,0.31074247411402933,0.3953488372093023
327365,19,5,33660.0,3365.0,0.0,0.0,0.0,0.2631578947368421
327470,214,51,293612.7,29353.670000000002,0.0,0.0,0.0,0.2383177570093458
327474,91,20,151273.4,15122.039999999999,11167.8,109.5,0.7385114706745916,0.21978021978021978
327498,0,0,0.0,0.0,0.0,0.0,0.0,0.0
327530,140,50,369970.7,36990.47,17743.6,175.1,0.47968030684660123,0.35714285714285715
327555,243,44,359591.5,35948.65,3165.0,31.0,0.08804224915261073,0.18106995884773663
327565,0,0,0.0,0.0,0.0,0.0,0.0,0.0
327638,50,14,44539.0,4452.0,6236.0,62.0,1.4007187780772687,0.28
327653,145,33,316949.8,31688.58,2236.0,22.0,0.07056169762103572,0.22758620689655173
327688,197,40,370189.9,37012.39,7398.6,72.2,0.19989522427489823,0.20304568527918782
327796,118,38,285041.9,28500.09,2932.0,29.0,0.1028768681081358,0.3220338983050847
327866,137,29,297382.2,29730.82,0.0,0.0,0.0,0.2116788321167883
327903,38,13,53079.0,5307.0,3397.0,33.0,0.6400979837949877,0.34210526315789475
327910,204,29,311808.9,31174.49,8284.0,81.7,0.26573008892847966,0.14215686274509803
327972,136,38,429110.8,42903.58,0.0,0.0,0.0,0.27941176470588236
328111,250,41,504728.8,50464.38,18154.5,179.5,0.3597487970723112,0.164
328116,182,57,378226.7,37813.37,7624.7,76.0,0.20164031928389348,0.3131868131868132
328173,155,54,343976.6,34392.26,3357.0,33.0,0.0976091713658829,0.34838709677419355
328180,64,31,190041.0,19001.0,7780.0,77.0,0.40945213409820536,0.484375
328181,190,37,423388.1,42332.71,0.0,0.0,0.0,0.19473684210526315
328188,189,22,361008.9,36095.09,13881.6,137.3,0.3845841636632573,0.1164021164021164
328198,237,66,380712.9,38062.79,24182.3,238.4,0.6353265223069564,0.27848101265822783
328213,219,71,443109.1,44301.41,10676.5,106.2,0.24099684411850547,0.3242009132420091
328303,238,63,511957.3,51184.93,21603.7,213.0,0.42207149643459513,0.2647058823529412
328323,118,32,208727.3,20868.53,3164.0,31.0,0.15161585411143,0.2711864406779661
328349,34,10,28899.0,2888.0,4788.0,47.0,1.6578947368421053,0.29411764705882354
328394,0,0,0.0,0.0,0.0,0.0,0.0,0.0
328446,141,20,371584.5,37151.95,0.0,0.0,0.0,0.14184397163120568
328543,181,39,283442.1,28337.71,7455.0,74.0,0.2630770093984306,0.2154696132596685
328576,263,102,433951.0,43386.9,23976.3,236.1,0.5526161122366429,0.38783269961977185
328602,0,0,0.0,0.0,0.0,0.0,0.0,0.0
328668,225,56,409216.2,40911.42,20665.9,203.5,0.5051376852722297,0.24888888888888888
328754,210,41,447915.4,44781.24,8483.0,84.0,0.18943200322277812,0.19523809523809524
328936,227,75,360861.1,36080.01,13702.8,134.9,0.3797892517213825,0.3303964757709251
329039,199,50,478170.5,47807.15,0.0,0.0,0.0,0.25125628140703515
329056,141,11,264292.1,26423.41,5339.0,53.2,0.202055677143866,0.07801418439716312
329088,185,24,316864.9,31681.39,17029.7,167.2,0.5375300768053423,0.12972972972972974
329094,244,82,572025.6,57193.66,23569.3,232.9,0.4120963757171686,0.3360655737704918
329162,152,48,315620.2,31555.02,14145.5,140.6,0.44828049546474696,0.3157894736842105
329214,221,23,367831.5,36775.35,13672.1,136.0,0.3717734841408716,0.10407239819004525
329215,143,33,386045.5,38597.85,5297.2,51.3,0.13724080486348333,0.23076923076923078
329281,12,0,44458.0,4445.0,0.0,0.0,0.0,0.0
329300,254,105,633963.3,63388.83,13598.3,133.0,0.21452202225534056,0.41338582677165353
329302,212,31,339879.3,33980.23,20096.3,197.6,0.5914115354722437,0.14622641509433962
329355,186,55,566811.9,56674.79,11965.4,118.5,0.21112385242186163,0.2956989247311828
329358,76,25,178261.0,17822.0,2887.0,28.0,0.161990797890248,0.32894736842105265
329364,294,50,579074.9,57896.49,11240.0,111.0,0.19413957564612294,0.17006802721088435
329382,0,0,0.0,0.0,0.0,0.0,0.0,0.0
329446,0,0,0.0,0.0,0.0,0.0,0.0,0.0
329587,182,35,303275.2,30320.32,3191.0,31.0,0.1052429525809754,0.19230769230769232
329660,106,34,349525.1,34946.21,6895.1,68.4,0.19730608841416566,0.32075471698113206
329692,156,38,415958.0,41588.4,10678.0,106.4,0.25675428725317634,0.24358974358974358
329720,228,46,518616.6,51853.06,0.0,0.0,0.0,0.20175438596491227
329730,60,20,136730.6,13668.66,0.0,0.0,0.0,0.3333333333333333
329735,175,50,261899.0,26183.4,0.0,0.0,0.0,0.2857142857142857
329736,204,44,385723.3,38564.53,11047.4,109.5,0.2864653089250666,0.21568627450980393
329826,206,68,554772.3,55467.729999999996,8958.5,89.3,0.16150832204598964,0.3300970873786408
329833,0,0,0.0,0.0,0.0,0.0,0.0,0.0
329839,246,56,413740.8,41366.68,11512.2,113.7,0.27829644535166953,0.22764227642276422
329910,37,3,73585.0,7357.0,0.0,0.0,0.0,0.08108108108108109
330040,223,58,292453.7,29237.27,26827.8,266.5,0.9175890909103346,0.2600896860986547
330053,257,49,461266.5,46115.25,29955.2,297.0,0.649572538368544,0.19066147859922178
330131,203,40,434451.3,43432.73,13091.3,129.2,0.3014155453732703,0.19704433497536947
330249,182,14,373356.9,37327.79,12070.5,118.5,0.32336497821060395,0.07692307692307693
330278,145,34,323710.4,32364.74,17154.0,168.7,0.5300212515224902,0.23448275862068965
330316,167,51,360772.8,36070.48,10114.0,100.0,0.28039549238047284,0.30538922155688625
330343,218,38,359662.7,35957.770000000004,27878.7,275.5,0.7753178242143491,0.1743119266055046
330365,169,35,456430.9,45636.99,0.0,0.0,0.0,0.20710059171597633
330433,253,67,463869.7,46373.87,5412.0,54.0,0.11670365229384565,0.2648221343873518
330464,194,27,321802.9,32172.69,13865.0,136.0,0.4309555713246235,0.13917525773195877
330468,165,62,350594.0,35052.2,13647.2,134.7,0.3893393282019389,0.37575757575757573
330515,178,74,412850.9,41278.19,19295.5,189.6,0.46745024430577015,0.4157303370786517
330562,70,29,81931.0,8189.0,6260.0,61.0,0.7644401025766272,0.4142857142857143
330680,143,36,371564.6,37149.26,15155.5,149.6,0.40796236587216,0.2517482517482518
